"sep=	"
S29_Timestamp_CAL	S29_RealTime_CAL	S29_GSR_CAL	S29_Quat_MPL_6DOF_W_CAL	S29_Quat_MPL_6DOF_X_CAL	S29_Quat_MPL_6DOF_Y_CAL	S29_Quat_MPL_6DOF_Z_CAL	S29_Gyro_MPU_MPL_X_CAL	S29_Gyro_MPU_MPL_Y_CAL	S29_Gyro_MPU_MPL_Z_CAL	S29_Accel_MPU_MPL_X_CAL	S29_Accel_MPU_MPL_Y_CAL	S29_Accel_MPU_MPL_Z_CAL	S29_Mag_MPU_MPL_X_CAL	S29_Mag_MPU_MPL_Y_CAL	S29_Mag_MPU_MPL_Z_CAL	S29_Date	
msecs	msecs	kOhms	no units	no units	no units	no units	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	uTesla	uTesla	uTesla	dd_MMM_yyyy_HH:MM:SS.FFF	
493754449.310303	1487863332017.82	-40.0136046255727	0.655994534492493	-0.0191801860928535	0.705578207969666	0.267324805259705	0.82275390625	2.16795349121094	1.01316833496094	-0.94305419921875	0.308609008789062	0.02935791015625	27.7885437011719	-34.9110870361328	-7.61616516113281	23rd_Feb_2017_10:22:12.017
493754515.960693	1487863332084.47	-40.0136046255727	0.656368672847748	-0.0183840747922659	0.705313622951508	0.267161071300507	0.94482421875	1.37449645996094	1.80662536621094	-0.93743896484375	0.320571899414062	0.03057861328125	25.9886169433594	-36.1110382080078	-7.61616516113281	23rd_Feb_2017_10:22:12.084
493754582.611084	1487863332151.12	-40.0136046255727	0.656566739082336	-0.018257386982441	0.705311179161072	0.266689002513885	1.25	-0.334487915039062	0.585922241210938	-0.94061279296875	0.318740844726562	0.01617431640625	25.3886413574219	-33.1111602783203	-8.51612854003906	23rd_Feb_2017_10:22:12.151
493754649.261475	1487863332217.77	-40.0136046255727	0.657283782958984	-0.0179353803396225	0.70488965511322	0.266058444976807	1.25	0.886215209960938	1.56248474121094	-0.91558837890625	0.308853149414062	0.03021240234375	25.0886535644531	-36.1110382080078	-6.11622619628906	23rd_Feb_2017_10:22:12.217
493754715.911865	1487863332284.42	-40.0136046255727	0.658390462398529	-0.0178755782544613	0.704127192497253	0.265344113111496	-1.6796875	-2.65382385253906	-2.09962463378906	-0.92620849609375	0.317764282226562	0.02447509765625	26.2886047363281	-35.2110748291016	-7.91615295410156	23rd_Feb_2017_10:22:12.284
493754782.562256	1487863332351.07	-40.0136046255727	0.658127427101135	-0.0194314178079367	0.704454779624939	0.265017479658127	-1.98486328125	3.57176208496094	-0.390640258789062	-0.95367431640625	0.316909790039062	0.01531982421875	25.0886535644531	-35.5110626220703	-8.21614074707031	23rd_Feb_2017_10:22:12.351
493754849.212646	1487863332417.72	-40.0136046255727	0.658385574817658	-0.0200933646410704	0.704310715198517	0.264709681272507	1.25	-0.212417602539062	0.707992553710938	-0.92913818359375	0.313613891601562	0.02569580078125	27.1885681152344	-33.4111480712891	-10.3160552978516	23rd_Feb_2017_10:22:12.417
493754915.863037	1487863332484.38	-40.0136046255727	0.658209919929504	-0.0187906511127949	0.704712450504303	0.264172464609146	1.1279296875	0.336898803710937	1.07420349121094	-0.95135498046875	0.319229125976562	0.02581787109375	27.1885681152344	-36.1110382080078	-8.81611633300781	23rd_Feb_2017_10:22:12.484
493754982.513428	1487863332551.03	-40.0136046255727	0.659130156040192	-0.0185472294688225	0.703924179077148	0.263996690511703	-0.39794921875	-0.700698852539063	0.0976409912109375	-0.93682861328125	0.324234008789062	0.02996826171875	26.2886047363281	-33.1111602783203	-9.41609191894531	23rd_Feb_2017_10:22:12.551
493755049.163818	1487863332617.68	-40.0136046255727	0.659846544265747	-0.0192913878709078	0.703305721282959	0.2638019323349	-1.61865234375	0.764144897460938	-0.390640258789062	-0.91888427734375	0.310562133789062	0.02252197265625	24.7886657714844	-33.1111602783203	-6.41621398925781	23rd_Feb_2017_10:22:12.617
493755115.814209	1487863332684.33	-40.0136046255727	0.659507691860199	-0.0222066473215818	0.702804327011108	0.265749096870422	-6.01318359375	2.71726989746094	-1.18409729003906	-0.91510009765625	0.329605102539062	0.00872802734375	25.3886413574219	-37.3109893798828	-7.01618957519531	23rd_Feb_2017_10:22:12.684
493755182.4646	1487863332750.98	-40.0136046255727	0.65807968378067	-0.0250431504100561	0.703564405441284	0.267022579908371	-6.318359375	6.92869567871094	-0.512710571289063	-0.93560791015625	0.311904907226562	0.02337646484375	27.1885681152344	-36.1110382080078	-8.21614074707031	23rd_Feb_2017_10:22:12.750
493755249.11499	1487863332817.63	-40.0136046255727	0.657207608222961	-0.0285280533134937	0.703804194927216	0.268186241388321	-6.86767578125	4.73143005371094	-1.06202697753906	-0.93377685546875	0.302749633789062	0.02447509765625	25.3886413574219	-34.6110992431641	-7.01618957519531	23rd_Feb_2017_10:22:12.817
493755315.765381	1487863332884.28	-40.0136046255727	0.658379256725311	-0.0327630005776882	0.701695263385773	0.270346403121948	-6.01318359375	-4.79005432128906	-3.07618713378906	-0.92913818359375	0.325576782226562	0.03082275390625	24.1886901855469	-34.6110992431641	-8.51612854003906	23rd_Feb_2017_10:22:12.884
493755382.415772	1487863332950.93	-40.0136046255727	0.659479439258575	-0.0355473458766937	0.700276494026184	0.270990997552872	-6.74560546875	1.00828552246094	-3.99171447753906	-0.93109130859375	0.311782836914062	0.02789306640625	25.3886413574219	-35.2110748291016	-8.51612854003906	23rd_Feb_2017_10:22:12.950
493755449.066162	1487863333017.58	-40.0136046255727	0.65947812795639	-0.039228979498148	0.699721395969391	0.271918654441833	-6.6845703125	4.54832458496094	-1.67237854003906	-0.94866943359375	0.298233032226562	0.03594970703125	25.9886169433594	-33.4111480712891	-8.81611633300781	23rd_Feb_2017_10:22:13.017
493755515.716553	1487863333084.23	-40.0136046255727	0.65986430644989	-0.0429629273712635	0.698553204536438	0.273416727781296	-2.0458984375	0.214828491210937	-0.0244293212890625	-0.94378662109375	0.304214477539062	0.04888916015625	27.4885559082031	-33.1111602783203	-11.5160064697266	23rd_Feb_2017_10:22:13.084
493755582.366943	1487863333150.88	-40.0136046255727	0.660611212253571	-0.0442285947501659	0.697706758975983	0.273572504520416	-2.83935546875	-1.31105041503906	-0.695816040039063	-0.95672607421875	0.294570922851562	0.02471923828125	25.9886169433594	-33.4111480712891	-10.3160552978516	23rd_Feb_2017_10:22:13.150
493755649.017334	1487863333217.53	-40.0136046255727	0.661418795585632	-0.045038778334856	0.696766197681427	0.273886173963547	-2.22900390625	-1.31105041503906	-0.207534790039062	-0.92462158203125	0.302139282226562	0.03216552734375	26.2886047363281	-35.2110748291016	-10.0160675048828	23rd_Feb_2017_10:22:13.217
493755715.667725	1487863333284.18	-40.0136046255727	0.661458551883698	-0.0464297123253346	0.696175992488861	0.275056004524231	-2.65625	1.06932067871094	0.463851928710938	-0.93621826171875	0.296035766601562	0.02374267578125	27.4885559082031	-33.1111602783203	-10.0160675048828	23rd_Feb_2017_10:22:13.284
493755782.318115	1487863333350.83	-40.0136046255727	0.661471784114838	-0.0473931916058064	0.69603419303894	0.275218367576599	-1.74072265625	-0.212417602539062	-0.451675415039063	-0.93841552734375	0.298599243164062	0.03082275390625	25.0886535644531	-33.4111480712891	-9.71607971191406	23rd_Feb_2017_10:22:13.350
493755848.968506	1487863333417.48	-40.0136046255727	0.662116527557373	-0.0485565140843391	0.69544780254364	0.274947792291641	-2.16796875	-1.31105041503906	-1.06202697753906	-0.91851806640625	0.282608032226562	0.02496337890625	27.1885681152344	-33.4111480712891	-11.8159942626953	23rd_Feb_2017_10:22:13.417
493755915.618897	1487863333484.13	-40.0136046255727	0.662240982055664	-0.0507356077432632	0.694694042205811	0.276157647371292	-4.365234375	2.96141052246094	-0.390640258789062	-0.91949462890625	0.297012329101562	0.04229736328125	26.8885803222656	-33.1111602783203	-9.41609191894531	23rd_Feb_2017_10:22:13.484
493755982.269287	1487863333550.78	-40.0136046255727	0.66145247220993	-0.0526728183031082	0.695167362689972	0.276493310928345	-2.71728515625	1.13035583496094	-0.756851196289063	-0.95672607421875	0.296035766601562	0.03961181640625	25.9886169433594	-34.3111114501953	-10.3160552978516	23rd_Feb_2017_10:22:13.550
493756048.919678	1487863333617.43	-40.0136046255727	0.661789059638977	-0.0538929924368858	0.694640100002289	0.276777565479279	-2.59521484375	0.947250366210938	-0.634780883789063	-0.94683837890625	0.293472290039062	0.04156494140625	25.9886169433594	-32.8111724853516	-10.3160552978516	23rd_Feb_2017_10:22:13.617
493756115.570068	1487863333684.08	-40.0136046255727	0.662189364433289	-0.055146336555481	0.693724691867828	0.277867436408997	-2.59521484375	0.0927581787109375	1.13523864746094	-0.94891357421875	0.290542602539062	0.04547119140625	27.1885681152344	-32.2111968994141	-9.71607971191406	23rd_Feb_2017_10:22:13.684
493756182.220459	1487863333750.73	-40.0136046255727	0.662431538105011	-0.05550916492939	0.693215131759644	0.278488516807556	-1.13037109375	-0.761734008789063	1.50144958496094	-0.95587158203125	0.298477172851562	0.03424072265625	27.7885437011719	-33.4111480712891	-11.2160186767578	23rd_Feb_2017_10:22:13.750
493756248.87085	1487863333817.38	-40.0136046255727	0.663133203983307	-0.05540881305933	0.692650735378265	0.278242856264114	0.3955078125	-2.95899963378906	0.158676147460938	-0.94281005859375	0.292251586914062	0.04205322265625	26.8885803222656	-33.7111358642578	-9.41609191894531	23rd_Feb_2017_10:22:13.817
493756315.52124	1487863333884.03	-40.0136046255727	0.664382100105286	-0.054312277585268	0.69155079126358	0.278216272592545	0.94482421875	0.0317230224609375	0.524887084960938	-0.93475341796875	0.301406860351562	0.04229736328125	25.9886169433594	-33.4111480712891	-11.2160186767578	23rd_Feb_2017_10:22:13.884
493756382.171631	1487863333950.68	-40.0136046255727	0.664620220661163	-0.0542658120393753	0.69132387638092	0.278219997882843	-1.25244140625	1.25242614746094	0.463851928710938	-0.93011474609375	0.294937133789062	0.04742431640625	25.9886169433594	-34.9110870361328	-8.81611633300781	23rd_Feb_2017_10:22:13.950
493756448.822021	1487863334017.33	-40.0136046255727	0.664590954780579	-0.0550301484763622	0.691331744194031	0.278120279312134	-1.25244140625	-0.517593383789063	-1.06202697753906	-0.94073486328125	0.297622680664062	0.04449462890625	25.9886169433594	-34.3111114501953	-10.3160552978516	23rd_Feb_2017_10:22:14.017
493756515.472412	1487863334083.98	-40.0136046255727	0.664941191673279	-0.0560904666781426	0.690716505050659	0.278599888086319	-1.3134765625	-1.79933166503906	-0.0854644775390625	-0.95513916015625	0.301162719726562	0.04266357421875	26.5885925292969	-34.3111114501953	-11.2160186767578	23rd_Feb_2017_10:22:14.083
493756582.122803	1487863334150.63	-40.0136046255727	0.666006684303284	-0.0564802102744579	0.68982058763504	0.278195410966873	-0.0927734375	-1.43312072753906	-0.817886352539063	-0.93560791015625	0.285171508789062	0.04791259765625	26.2886047363281	-33.7111358642578	-11.5160064697266	23rd_Feb_2017_10:22:14.150
493756648.773193	1487863334217.29	-40.0136046255727	0.666639983654022	-0.0562281310558319	0.689386487007141	0.277805507183075	1.43310546875	-0.883804321289063	0.769027709960938	-0.93719482421875	0.294937133789062	0.05316162109375	27.4885559082031	-33.1111602783203	-10.6160430908203	23rd_Feb_2017_10:22:14.217
493756715.423584	1487863334283.94	-40.0136046255727	0.668202459812164	-0.0559154637157917	0.688372611999512	0.27662655711174	0.09033203125	-8.08595275878906	-2.46583557128906	-0.94757080078125	0.295303344726562	0.04058837890625	27.4885559082031	-34.6110992431641	-10.6160430908203	23rd_Feb_2017_10:22:14.283
493756782.073975	1487863334350.59	-40.0136046255727	0.671317994594574	-0.0552903935313225	0.685280323028564	0.276886284351349	-1.13037109375	-4.72901916503906	-0.512710571289063	-0.90093994140625	0.301162719726562	0.06182861328125	26.8885803222656	-33.1111602783203	-11.5160064697266	23rd_Feb_2017_10:22:14.350
493756848.724365	1487863334417.24	-40.0136046255727	0.671115040779114	-0.0549815036356449	0.685731768608093	0.27632150053978	1.982421875	-1.67726135253906	0.280746459960937	-0.95623779296875	0.297500610351562	0.05926513671875	25.0886535644531	-34.3111114501953	-11.8159942626953	23rd_Feb_2017_10:22:14.417
493756915.374756	1487863334483.89	-40.0136046255727	0.671677172183991	-0.0540575943887234	0.685331583023071	0.276130974292755	0.94482421875	1.67967224121094	0.707992553710938	-0.95294189453125	0.294937133789062	0.06109619140625	25.9886169433594	-32.2111968994141	-8.81611633300781	23rd_Feb_2017_10:22:14.483
493756982.025147	1487863334550.54	-40.0136046255727	0.671970665454865	-0.0543539337813854	0.684883415699005	0.276469945907593	-2.5341796875	1.98484802246094	-0.451675415039063	-0.94683837890625	0.301651000976562	0.06976318359375	27.1885681152344	-33.4111480712891	-8.21614074707031	23rd_Feb_2017_10:22:14.550
