"sep=	"
S14_Timestamp_CAL	S14_RealTime_CAL	S14_GSR_CAL	S14_Quat_MPL_6DOF_W_CAL	S14_Quat_MPL_6DOF_X_CAL	S14_Quat_MPL_6DOF_Y_CAL	S14_Quat_MPL_6DOF_Z_CAL	S14_Gyro_MPU_MPL_X_CAL	S14_Gyro_MPU_MPL_Y_CAL	S14_Gyro_MPU_MPL_Z_CAL	S14_Accel_MPU_MPL_X_CAL	S14_Accel_MPU_MPL_Y_CAL	S14_Accel_MPU_MPL_Z_CAL	S14_Mag_MPU_MPL_X_CAL	S14_Mag_MPU_MPL_Y_CAL	S14_Mag_MPU_MPL_Z_CAL	S14_Date	
msecs	msecs	kOhms	no units	no units	no units	no units	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	uTesla	uTesla	uTesla	dd_MMM_yyyy_HH:MM:SS.FFF	
81253060.4248047	1486574479188.6	-40.0136046255727	0.711626648902893	0.66684478521347	0.221146017313004	-7.12461769580841e-07	-10.8821868896484	10.7358093261719	-10.466796875	-0.324676513671875	0.979034423828125	0.0132293701171875	31.9554901123047	-20.4828643798828	15.3097839355469	8th_Feb_2017_12:21:19.188
81253127.0751953	1486574479255.25	-40.0136046255727	0.700503826141357	0.676197469234467	0.228139832615852	0.00189480371773243	0.591934204101563	9.94186401367188	4.85307312011719	-0.327239990234375	0.964752197265625	-0.0097198486328125	33.4554290771484	-20.4828643798828	16.2097473144531	8th_Feb_2017_12:21:19.255
81253193.7561035	1486574479321.93	-40.0136046255727	0.687723159790039	0.689257085323334	0.227723732590675	0.0101708127185702	9.80767822265625	6.82850646972656	20.7832946777344	-0.245086669921875	0.982452392578125	0.0049285888671875	30.7555389404297	-21.6828155517578	14.7098083496094	8th_Feb_2017_12:21:19.321
81253260.3759766	1486574479388.55	-40.0136046255727	0.655927896499634	0.725807726383209	0.205830037593842	0.0244059078395367	17.0095825195313	-15.9988861083984	26.5206298828125	-0.100799560546875	1.01736450195313	-0.118850708007813	31.6555023193359	-21.9828033447266	15.9097595214844	8th_Feb_2017_12:21:19.388
81253327.0263672	1486574479455.2	-40.0136046255727	0.641161262989044	0.742385685443878	0.192312866449356	0.028131153434515	9.86813354492188	-6.11151123046875	20.1119689941406	-0.101898193359375	1.01907348632813	-0.118240356445313	29.2555999755859	-22.2827911376953	14.7098083496094	8th_Feb_2017_12:21:19.455
81253393.6767578	1486574479521.85	-40.0136046255727	0.629795074462891	0.754214644432068	0.182759150862694	0.0334287062287331	9.38017272949219	-4.03599548339844	21.0274658203125	-0.120208740234375	1.01162719726563	-0.0668487548828125	28.0556488037109	-23.1827545166016	14.1098327636719	8th_Feb_2017_12:21:19.521
81253460.357666	1486574479588.53	-40.0136046255727	0.59818696975708	0.783264875411987	0.164424523711205	0.0404124893248081	18.5955200195313	6.70521545410156	19.8068389892578	-0.068328857421875	1.02725219726563	-0.137893676757813	28.9556121826172	-24.9826812744141	15.9097595214844	8th_Feb_2017_12:21:19.588
81253526.9775391	1486574479655.15	-40.0136046255727	0.583951592445374	0.795142889022827	0.156339377164841	0.0480235181748867	16.8858795166016	4.99559020996094	19.9900054931641	-0.027801513671875	1.02420043945313	-0.148269653320313	26.8556976318359	-24.0827178955078	16.5097351074219	8th_Feb_2017_12:21:19.655
81253593.6279297	1486574479721.8	-40.0136046255727	0.570980250835419	0.80549418926239	0.148689910769463	0.0552430525422096	15.4210357666016	4.75144958496094	19.6848297119141	-0.023284912109375	0.993194580078125	-0.148391723632813	26.8556976318359	-24.0827178955078	19.5096130371094	8th_Feb_2017_12:21:19.721
81253660.2783203	1486574479788.45	-40.0136046255727	0.54343843460083	0.82588404417038	0.135937139391899	0.0641175881028175	6.87586975097656	5.36155700683594	12.2385711669922	0.018585205078125	0.998565673828125	-0.209548950195312	25.3557586669922	-26.4826202392578	18.9096374511719	8th_Feb_2017_12:21:19.788
