0,-0.283,1.011,0.089,-0.293,0.967,0.127,-0.307,0.925,0.15,-0.309,0.908,0.195,-0.3,0.879,0.258,-0.278,0.864,0.347,-0.253,0.824,0.406,-0.234,0.749,0.473,-0.217,0.668,0.53,-0.195,0.59,0.581,-0.218,0.501,0.629,-0.219,0.43,0.674,-0.203,0.365,0.71,-0.195,0.312,0.737,-0.179,0.269,0.764,1
1,-0.293,0.967,0.127,-0.307,0.925,0.15,-0.309,0.908,0.195,-0.3,0.879,0.258,-0.278,0.864,0.347,-0.253,0.824,0.406,-0.234,0.749,0.473,-0.217,0.668,0.53,-0.195,0.59,0.581,-0.218,0.501,0.629,-0.219,0.43,0.674,-0.203,0.365,0.71,-0.195,0.312,0.737,-0.179,0.269,0.764,-0.169,0.23,0.8,2
1,-0.307,0.925,0.15,-0.309,0.908,0.195,-0.3,0.879,0.258,-0.278,0.864,0.347,-0.253,0.824,0.406,-0.234,0.749,0.473,-0.217,0.668,0.53,-0.195,0.59,0.581,-0.218,0.501,0.629,-0.219,0.43,0.674,-0.203,0.365,0.71,-0.195,0.312,0.737,-0.179,0.269,0.764,-0.169,0.23,0.8,-0.16,0.206,0.83,3
1,-0.309,0.908,0.195,-0.3,0.879,0.258,-0.278,0.864,0.347,-0.253,0.824,0.406,-0.234,0.749,0.473,-0.217,0.668,0.53,-0.195,0.59,0.581,-0.218,0.501,0.629,-0.219,0.43,0.674,-0.203,0.365,0.71,-0.195,0.312,0.737,-0.179,0.269,0.764,-0.169,0.23,0.8,-0.16,0.206,0.83,-0.15,0.181,0.862,4
1,-0.3,0.879,0.258,-0.278,0.864,0.347,-0.253,0.824,0.406,-0.234,0.749,0.473,-0.217,0.668,0.53,-0.195,0.59,0.581,-0.218,0.501,0.629,-0.219,0.43,0.674,-0.203,0.365,0.71,-0.195,0.312,0.737,-0.179,0.269,0.764,-0.169,0.23,0.8,-0.16,0.206,0.83,-0.15,0.181,0.862,-0.146,0.153,0.889,5
1,-0.278,0.864,0.347,-0.253,0.824,0.406,-0.234,0.749,0.473,-0.217,0.668,0.53,-0.195,0.59,0.581,-0.218,0.501,0.629,-0.219,0.43,0.674,-0.203,0.365,0.71,-0.195,0.312,0.737,-0.179,0.269,0.764,-0.169,0.23,0.8,-0.16,0.206,0.83,-0.15,0.181,0.862,-0.146,0.153,0.889,-0.161,0.137,0.907,6
1,-0.253,0.824,0.406,-0.234,0.749,0.473,-0.217,0.668,0.53,-0.195,0.59,0.581,-0.218,0.501,0.629,-0.219,0.43,0.674,-0.203,0.365,0.71,-0.195,0.312,0.737,-0.179,0.269,0.764,-0.169,0.23,0.8,-0.16,0.206,0.83,-0.15,0.181,0.862,-0.146,0.153,0.889,-0.161,0.137,0.907,-0.18,0.112,0.92,7
1,-0.234,0.749,0.473,-0.217,0.668,0.53,-0.195,0.59,0.581,-0.218,0.501,0.629,-0.219,0.43,0.674,-0.203,0.365,0.71,-0.195,0.312,0.737,-0.179,0.269,0.764,-0.169,0.23,0.8,-0.16,0.206,0.83,-0.15,0.181,0.862,-0.146,0.153,0.889,-0.161,0.137,0.907,-0.18,0.112,0.92,-0.198,0.101,0.94,8
1,-0.217,0.668,0.53,-0.195,0.59,0.581,-0.218,0.501,0.629,-0.219,0.43,0.674,-0.203,0.365,0.71,-0.195,0.312,0.737,-0.179,0.269,0.764,-0.169,0.23,0.8,-0.16,0.206,0.83,-0.15,0.181,0.862,-0.146,0.153,0.889,-0.161,0.137,0.907,-0.18,0.112,0.92,-0.198,0.101,0.94,-0.203,0.092,0.946,9
1,-0.195,0.59,0.581,-0.218,0.501,0.629,-0.219,0.43,0.674,-0.203,0.365,0.71,-0.195,0.312,0.737,-0.179,0.269,0.764,-0.169,0.23,0.8,-0.16,0.206,0.83,-0.15,0.181,0.862,-0.146,0.153,0.889,-0.161,0.137,0.907,-0.18,0.112,0.92,-0.198,0.101,0.94,-0.203,0.092,0.946,-0.208,0.079,0.942,10
1,-0.218,0.501,0.629,-0.219,0.43,0.674,-0.203,0.365,0.71,-0.195,0.312,0.737,-0.179,0.269,0.764,-0.169,0.23,0.8,-0.16,0.206,0.83,-0.15,0.181,0.862,-0.146,0.153,0.889,-0.161,0.137,0.907,-0.18,0.112,0.92,-0.198,0.101,0.94,-0.203,0.092,0.946,-0.208,0.079,0.942,-0.22,0.065,0.944,11
1,-0.219,0.43,0.674,-0.203,0.365,0.71,-0.195,0.312,0.737,-0.179,0.269,0.764,-0.169,0.23,0.8,-0.16,0.206,0.83,-0.15,0.181,0.862,-0.146,0.153,0.889,-0.161,0.137,0.907,-0.18,0.112,0.92,-0.198,0.101,0.94,-0.203,0.092,0.946,-0.208,0.079,0.942,-0.22,0.065,0.944,-0.227,0.058,0.953,12
1,-0.203,0.365,0.71,-0.195,0.312,0.737,-0.179,0.269,0.764,-0.169,0.23,0.8,-0.16,0.206,0.83,-0.15,0.181,0.862,-0.146,0.153,0.889,-0.161,0.137,0.907,-0.18,0.112,0.92,-0.198,0.101,0.94,-0.203,0.092,0.946,-0.208,0.079,0.942,-0.22,0.065,0.944,-0.227,0.058,0.953,-0.235,0.055,0.958,13
1,-0.195,0.312,0.737,-0.179,0.269,0.764,-0.169,0.23,0.8,-0.16,0.206,0.83,-0.15,0.181,0.862,-0.146,0.153,0.889,-0.161,0.137,0.907,-0.18,0.112,0.92,-0.198,0.101,0.94,-0.203,0.092,0.946,-0.208,0.079,0.942,-0.22,0.065,0.944,-0.227,0.058,0.953,-0.235,0.055,0.958,-0.235,0.054,0.959,14
1,-0.179,0.269,0.764,-0.169,0.23,0.8,-0.16,0.206,0.83,-0.15,0.181,0.862,-0.146,0.153,0.889,-0.161,0.137,0.907,-0.18,0.112,0.92,-0.198,0.101,0.94,-0.203,0.092,0.946,-0.208,0.079,0.942,-0.22,0.065,0.944,-0.227,0.058,0.953,-0.235,0.055,0.958,-0.235,0.054,0.959,-0.235,0.055,0.962,15
1,-0.169,0.23,0.8,-0.16,0.206,0.83,-0.15,0.181,0.862,-0.146,0.153,0.889,-0.161,0.137,0.907,-0.18,0.112,0.92,-0.198,0.101,0.94,-0.203,0.092,0.946,-0.208,0.079,0.942,-0.22,0.065,0.944,-0.227,0.058,0.953,-0.235,0.055,0.958,-0.235,0.054,0.959,-0.235,0.055,0.962,-0.239,0.057,0.964,16
0,-0.16,0.206,0.83,-0.15,0.181,0.862,-0.146,0.153,0.889,-0.161,0.137,0.907,-0.18,0.112,0.92,-0.198,0.101,0.94,-0.203,0.092,0.946,-0.208,0.079,0.942,-0.22,0.065,0.944,-0.227,0.058,0.953,-0.235,0.055,0.958,-0.235,0.054,0.959,-0.235,0.055,0.962,-0.239,0.057,0.964,-0.244,0.057,0.961,17
0,-0.15,0.181,0.862,-0.146,0.153,0.889,-0.161,0.137,0.907,-0.18,0.112,0.92,-0.198,0.101,0.94,-0.203,0.092,0.946,-0.208,0.079,0.942,-0.22,0.065,0.944,-0.227,0.058,0.953,-0.235,0.055,0.958,-0.235,0.054,0.959,-0.235,0.055,0.962,-0.239,0.057,0.964,-0.244,0.057,0.961,-0.249,0.052,0.96,18
0,-0.146,0.153,0.889,-0.161,0.137,0.907,-0.18,0.112,0.92,-0.198,0.101,0.94,-0.203,0.092,0.946,-0.208,0.079,0.942,-0.22,0.065,0.944,-0.227,0.058,0.953,-0.235,0.055,0.958,-0.235,0.054,0.959,-0.235,0.055,0.962,-0.239,0.057,0.964,-0.244,0.057,0.961,-0.249,0.052,0.96,-0.25,0.05,0.965,19
