0	-0.252	0.066	0.963	-0.254	0.068	0.962	-0.254	0.071	0.961	-0.254	0.072	0.961	-0.253	0.073	0.961	-0.253	0.074	0.961	-0.254	0.075	0.960	-0.255	0.077	0.960	-0.256	0.079	0.960	-0.255	0.080	0.959	-0.256	0.081	0.960	-0.256	0.082	0.959	-0.256	0.083	0.959	-0.256	0.085	0.959	-0.256	0.085	0.959
0	-0.254	0.068	0.962	-0.254	0.071	0.961	-0.254	0.072	0.961	-0.253	0.073	0.961	-0.253	0.074	0.961	-0.254	0.075	0.960	-0.255	0.077	0.960	-0.256	0.079	0.960	-0.255	0.080	0.959	-0.256	0.081	0.960	-0.256	0.082	0.959	-0.256	0.083	0.959	-0.256	0.085	0.959	-0.256	0.085	0.959	-0.257	0.086	0.959
0	-0.254	0.071	0.961	-0.254	0.072	0.961	-0.253	0.073	0.961	-0.253	0.074	0.961	-0.254	0.075	0.960	-0.255	0.077	0.960	-0.256	0.079	0.960	-0.255	0.080	0.959	-0.256	0.081	0.960	-0.256	0.082	0.959	-0.256	0.083	0.959	-0.256	0.085	0.959	-0.256	0.085	0.959	-0.257	0.086	0.959	-0.256	0.087	0.959
0	-0.254	0.072	0.961	-0.253	0.073	0.961	-0.253	0.074	0.961	-0.254	0.075	0.960	-0.255	0.077	0.960	-0.256	0.079	0.960	-0.255	0.080	0.959	-0.256	0.081	0.960	-0.256	0.082	0.959	-0.256	0.083	0.959	-0.256	0.085	0.959	-0.256	0.085	0.959	-0.257	0.086	0.959	-0.256	0.087	0.959	-0.257	0.088	0.960
0	-0.253	0.073	0.961	-0.253	0.074	0.961	-0.254	0.075	0.960	-0.255	0.077	0.960	-0.256	0.079	0.960	-0.255	0.080	0.959	-0.256	0.081	0.960	-0.256	0.082	0.959	-0.256	0.083	0.959	-0.256	0.085	0.959	-0.256	0.085	0.959	-0.257	0.086	0.959	-0.256	0.087	0.959	-0.257	0.088	0.960	-0.258	0.089	0.960
0	-0.253	0.074	0.961	-0.254	0.075	0.960	-0.255	0.077	0.960	-0.256	0.079	0.960	-0.255	0.080	0.959	-0.256	0.081	0.960	-0.256	0.082	0.959	-0.256	0.083	0.959	-0.256	0.085	0.959	-0.256	0.085	0.959	-0.257	0.086	0.959	-0.256	0.087	0.959	-0.257	0.088	0.960	-0.258	0.089	0.960	-0.256	0.091	0.959
0	-0.254	0.075	0.960	-0.255	0.077	0.960	-0.256	0.079	0.960	-0.255	0.080	0.959	-0.256	0.081	0.960	-0.256	0.082	0.959	-0.256	0.083	0.959	-0.256	0.085	0.959	-0.256	0.085	0.959	-0.257	0.086	0.959	-0.256	0.087	0.959	-0.257	0.088	0.960	-0.258	0.089	0.960	-0.256	0.091	0.959	-0.255	0.093	0.959
0	-0.255	0.077	0.960	-0.256	0.079	0.960	-0.255	0.080	0.959	-0.256	0.081	0.960	-0.256	0.082	0.959	-0.256	0.083	0.959	-0.256	0.085	0.959	-0.256	0.085	0.959	-0.257	0.086	0.959	-0.256	0.087	0.959	-0.257	0.088	0.960	-0.258	0.089	0.960	-0.256	0.091	0.959	-0.255	0.093	0.959	-0.254	0.095	0.959
0	-0.256	0.079	0.960	-0.255	0.080	0.959	-0.256	0.081	0.960	-0.256	0.082	0.959	-0.256	0.083	0.959	-0.256	0.085	0.959	-0.256	0.085	0.959	-0.257	0.086	0.959	-0.256	0.087	0.959	-0.257	0.088	0.960	-0.258	0.089	0.960	-0.256	0.091	0.959	-0.255	0.093	0.959	-0.254	0.095	0.959	-0.253	0.096	0.959
0	-0.255	0.080	0.959	-0.256	0.081	0.960	-0.256	0.082	0.959	-0.256	0.083	0.959	-0.256	0.085	0.959	-0.256	0.085	0.959	-0.257	0.086	0.959	-0.256	0.087	0.959	-0.257	0.088	0.960	-0.258	0.089	0.960	-0.256	0.091	0.959	-0.255	0.093	0.959	-0.254	0.095	0.959	-0.253	0.096	0.959	-0.252	0.098	0.959
