0	-0.410	1.494	0.173	-0.409	1.423	0.164	0.230	1.458	0.102	-0.131	1.186	0.229	-0.491	1.028	0.425	-0.363	0.827	0.518	-0.442	0.662	0.546	-0.333	0.623	0.451	-0.325	0.456	0.539	-0.382	0.444	0.420	-0.264	0.415	0.518	-0.058	0.349	0.662	0.018	0.424	0.804	0.004	0.263	0.664	-0.157	0.188	0.872
1	-0.409	1.423	0.164	0.230	1.458	0.102	-0.131	1.186	0.229	-0.491	1.028	0.425	-0.363	0.827	0.518	-0.442	0.662	0.546	-0.333	0.623	0.451	-0.325	0.456	0.539	-0.382	0.444	0.420	-0.264	0.415	0.518	-0.058	0.349	0.662	0.018	0.424	0.804	0.004	0.263	0.664	-0.157	0.188	0.872	-0.156	0.275	1.030
1	0.230	1.458	0.102	-0.131	1.186	0.229	-0.491	1.028	0.425	-0.363	0.827	0.518	-0.442	0.662	0.546	-0.333	0.623	0.451	-0.325	0.456	0.539	-0.382	0.444	0.420	-0.264	0.415	0.518	-0.058	0.349	0.662	0.018	0.424	0.804	0.004	0.263	0.664	-0.157	0.188	0.872	-0.156	0.275	1.030	-0.075	0.252	0.931
1	-0.131	1.186	0.229	-0.491	1.028	0.425	-0.363	0.827	0.518	-0.442	0.662	0.546	-0.333	0.623	0.451	-0.325	0.456	0.539	-0.382	0.444	0.420	-0.264	0.415	0.518	-0.058	0.349	0.662	0.018	0.424	0.804	0.004	0.263	0.664	-0.157	0.188	0.872	-0.156	0.275	1.030	-0.075	0.252	0.931	-0.119	0.126	0.824
1	-0.491	1.028	0.425	-0.363	0.827	0.518	-0.442	0.662	0.546	-0.333	0.623	0.451	-0.325	0.456	0.539	-0.382	0.444	0.420	-0.264	0.415	0.518	-0.058	0.349	0.662	0.018	0.424	0.804	0.004	0.263	0.664	-0.157	0.188	0.872	-0.156	0.275	1.030	-0.075	0.252	0.931	-0.119	0.126	0.824	-0.150	0.116	0.904
1	-0.363	0.827	0.518	-0.442	0.662	0.546	-0.333	0.623	0.451	-0.325	0.456	0.539	-0.382	0.444	0.420	-0.264	0.415	0.518	-0.058	0.349	0.662	0.018	0.424	0.804	0.004	0.263	0.664	-0.157	0.188	0.872	-0.156	0.275	1.030	-0.075	0.252	0.931	-0.119	0.126	0.824	-0.150	0.116	0.904	-0.241	0.059	0.962
1	-0.442	0.662	0.546	-0.333	0.623	0.451	-0.325	0.456	0.539	-0.382	0.444	0.420	-0.264	0.415	0.518	-0.058	0.349	0.662	0.018	0.424	0.804	0.004	0.263	0.664	-0.157	0.188	0.872	-0.156	0.275	1.030	-0.075	0.252	0.931	-0.119	0.126	0.824	-0.150	0.116	0.904	-0.241	0.059	0.962	-0.245	0.032	0.929
1	-0.333	0.623	0.451	-0.325	0.456	0.539	-0.382	0.444	0.420	-0.264	0.415	0.518	-0.058	0.349	0.662	0.018	0.424	0.804	0.004	0.263	0.664	-0.157	0.188	0.872	-0.156	0.275	1.030	-0.075	0.252	0.931	-0.119	0.126	0.824	-0.150	0.116	0.904	-0.241	0.059	0.962	-0.245	0.032	0.929	-0.208	0.013	0.942
1	-0.325	0.456	0.539	-0.382	0.444	0.420	-0.264	0.415	0.518	-0.058	0.349	0.662	0.018	0.424	0.804	0.004	0.263	0.664	-0.157	0.188	0.872	-0.156	0.275	1.030	-0.075	0.252	0.931	-0.119	0.126	0.824	-0.150	0.116	0.904	-0.241	0.059	0.962	-0.245	0.032	0.929	-0.208	0.013	0.942	-0.177	0.035	0.999
1	-0.382	0.444	0.420	-0.264	0.415	0.518	-0.058	0.349	0.662	0.018	0.424	0.804	0.004	0.263	0.664	-0.157	0.188	0.872	-0.156	0.275	1.030	-0.075	0.252	0.931	-0.119	0.126	0.824	-0.150	0.116	0.904	-0.241	0.059	0.962	-0.245	0.032	0.929	-0.208	0.013	0.942	-0.177	0.035	0.999	-0.187	0.104	0.985
1	-0.264	0.415	0.518	-0.058	0.349	0.662	0.018	0.424	0.804	0.004	0.263	0.664	-0.157	0.188	0.872	-0.156	0.275	1.030	-0.075	0.252	0.931	-0.119	0.126	0.824	-0.150	0.116	0.904	-0.241	0.059	0.962	-0.245	0.032	0.929	-0.208	0.013	0.942	-0.177	0.035	0.999	-0.187	0.104	0.985	-0.233	0.063	0.900
1	-0.058	0.349	0.662	0.018	0.424	0.804	0.004	0.263	0.664	-0.157	0.188	0.872	-0.156	0.275	1.030	-0.075	0.252	0.931	-0.119	0.126	0.824	-0.150	0.116	0.904	-0.241	0.059	0.962	-0.245	0.032	0.929	-0.208	0.013	0.942	-0.177	0.035	0.999	-0.187	0.104	0.985	-0.233	0.063	0.900	-0.202	0.003	0.927
1	0.018	0.424	0.804	0.004	0.263	0.664	-0.157	0.188	0.872	-0.156	0.275	1.030	-0.075	0.252	0.931	-0.119	0.126	0.824	-0.150	0.116	0.904	-0.241	0.059	0.962	-0.245	0.032	0.929	-0.208	0.013	0.942	-0.177	0.035	0.999	-0.187	0.104	0.985	-0.233	0.063	0.900	-0.202	0.003	0.927	-0.286	0.108	0.933
1	0.004	0.263	0.664	-0.157	0.188	0.872	-0.156	0.275	1.030	-0.075	0.252	0.931	-0.119	0.126	0.824	-0.150	0.116	0.904	-0.241	0.059	0.962	-0.245	0.032	0.929	-0.208	0.013	0.942	-0.177	0.035	0.999	-0.187	0.104	0.985	-0.233	0.063	0.900	-0.202	0.003	0.927	-0.286	0.108	0.933	-0.264	0.041	0.990
1	-0.157	0.188	0.872	-0.156	0.275	1.030	-0.075	0.252	0.931	-0.119	0.126	0.824	-0.150	0.116	0.904	-0.241	0.059	0.962	-0.245	0.032	0.929	-0.208	0.013	0.942	-0.177	0.035	0.999	-0.187	0.104	0.985	-0.233	0.063	0.900	-0.202	0.003	0.927	-0.286	0.108	0.933	-0.264	0.041	0.990	-0.264	0.097	0.968
1	-0.156	0.275	1.030	-0.075	0.252	0.931	-0.119	0.126	0.824	-0.150	0.116	0.904	-0.241	0.059	0.962	-0.245	0.032	0.929	-0.208	0.013	0.942	-0.177	0.035	0.999	-0.187	0.104	0.985	-0.233	0.063	0.900	-0.202	0.003	0.927	-0.286	0.108	0.933	-0.264	0.041	0.990	-0.264	0.097	0.968	-0.236	0.062	0.962
