Window #,Window start index,Window stop index,GT steps in window,Predicted steps in window,GT running step sum,Predicted running step sum,Difference,Index output
76,194,268,5.0,0.44255406,2.986666666666668,0.654849499066671,0,None
77,195,269,5.0,0.3177722,3.053333333333335,0.6590864618619285,0,None
78,196,270,5.0,0.2966333,3.120000000000002,0.663041572570801,0,None
79,197,271,5.0,0.2942791,3.1866666666666688,0.6669652938842775,0,None
80,198,272,5.0,0.32758945,3.2533333333333356,0.6713331532478334,0,None
81,199,273,5.0,0.36651284,3.3200000000000025,0.6762199910481772,0,None
82,200,274,5.0,0.3629731,3.3866666666666694,0.6810596323013307,0,None
83,201,275,5.0,0.30702662,3.4533333333333363,0.6851533206303916,0,None
84,202,276,5.0,0.32475007,3.520000000000003,0.6894833215077719,0,None
85,203,277,5.0,0.29907143,3.58666666666667,0.6934709405899049,0,None
86,204,278,6.0,0.3662147,3.66666666666667,0.6983538031578065,0,None
87,205,279,6.0,0.297594,3.74666666666667,0.7023217233022055,0,None
88,206,280,6.0,0.26093125,3.82666666666667,0.7058008066813153,0,None
89,207,281,6.0,0.28927428,3.9066666666666703,0.7096577970186871,0,None
90,208,282,6.0,0.31137514,3.9866666666666704,0.7138094655672711,0,None
91,209,283,6.0,0.44804043,4.06666666666667,0.7197833379109703,0,None
92,210,284,6.0,0.42537117,4.14666666666667,0.7254549535115562,0,None
93,211,285,6.0,0.49160385,4.22666666666667,0.7320096715291343,0,None
94,212,286,6.0,0.6962377,4.30666666666667,0.7412928406397503,0,None
95,213,287,6.0,0.7378563,4.38666666666667,0.7511309250195822,0,None
96,214,288,6.0,1.1006105,4.46666666666667,0.7658057316144309,0,None
97,215,289,5.0,1.2787088,4.533333333333337,0.7828551824887595,0,None
98,216,290,5.0,1.38024,4.600000000000003,0.8012583820025128,0,None
99,217,291,5.0,1.4831822,4.66666666666667,0.8210341445604962,0,None
100,218,292,5.0,1.5513233,4.733333333333336,0.8417184551556907,0,None
101,219,293,6.0,1.9581428,4.813333333333336,0.8678270252545676,0,None
102,220,294,6.0,2.428678,4.893333333333336,0.900209399064382,0,None
103,221,295,6.0,2.422637,4.973333333333336,0.9325112255414328,0,None
104,222,296,6.0,2.515027,5.053333333333336,0.9660449194908144,0,None
105,223,297,6.0,2.4619467,5.133333333333336,0.9988708758354189,0,None
106,224,298,6.0,2.6595745,5.2133333333333365,1.0343318692843122,1,262
107,225,299,6.0,3.12681,5.2933333333333366,1.0760226702690128,0,None
108,226,300,6.0,3.3254824,5.373333333333337,1.120362435181936,0,None
109,227,301,7.0,3.7007666,5.46666666666667,1.1697059893608095,0,None
110,228,302,7.0,3.964559,5.560000000000004,1.2225667770703634,0,None
111,229,303,7.0,4.1002183,5.653333333333338,1.2772363543510439,0,None
112,230,304,7.0,4.9066157,5.7466666666666715,1.3426578974723817,0,None
113,231,305,7.0,5.2925367,5.840000000000005,1.4132250539461773,0,None
114,232,306,6.0,6.0826063,5.920000000000005,1.4943264714876812,0,None
115,233,307,6.0,6.2207274,6.000000000000005,1.577269504070282,0,None
116,234,308,7.0,6.2389593,6.093333333333339,1.660455628236135,0,None
117,235,309,7.0,6.4357324,6.186666666666673,1.7462653930981955,0,None
118,236,310,7.0,6.484418,6.2800000000000065,1.8327242986361187,0,None
119,237,311,7.0,7.2719736,6.37333333333334,1.929683946768443,0,None
120,238,312,7.0,7.2542963,6.466666666666674,2.0264078974723816,1,276
121,239,313,7.0,7.0610795,6.560000000000008,2.1205556241671246,0,None
122,240,314,7.0,7.7237434,6.653333333333341,2.223538870016734,0,None
123,241,315,6.0,8.03152,6.733333333333341,2.3306258018811543,0,None
124,242,316,7.0,8.215895,6.826666666666675,2.4401710645357766,0,None
125,243,317,7.0,7.986667,6.920000000000009,2.5466599599520365,0,None
126,244,318,7.0,7.3732285,7.0133333333333425,2.6449696739514668,0,None
127,245,319,7.0,8.16096,7.106666666666676,2.7537824765841163,0,None
128,246,320,7.0,8.131477,7.20000000000001,2.8622021746635435,0,None
129,247,321,7.0,7.936585,7.293333333333344,2.9680233073234557,0,None
130,248,322,6.0,7.5061827,7.373333333333344,3.068105742931366,1,286
131,249,323,6.0,6.958661,7.453333333333344,3.160887890656789,0,None
132,250,324,6.0,7.90602,7.533333333333344,3.2663014928499856,0,None
133,251,325,7.0,7.8872614,7.626666666666678,3.371464978059133,0,None
134,252,326,7.0,6.723064,7.720000000000011,3.461105830669403,0,None
135,253,327,7.0,5.9005322,7.813333333333345,3.5397795939445493,0,None
136,254,328,7.0,5.2930274,7.906666666666679,3.6103532926241555,0,None
137,255,329,7.0,5.901096,8.000000000000012,3.689034570852915,0,None
138,256,330,7.0,5.4368606,8.093333333333346,3.7615260450045263,0,None
139,257,331,7.0,5.1741977,8.18666666666668,3.830515347321828,0,None
140,258,332,7.0,5.7271338,8.280000000000014,3.906877130667368,0,None
141,259,333,8.0,5.616887,8.386666666666681,3.9817689585685727,0,None
142,260,334,8.0,5.751424,8.493333333333348,4.058454609711965,1,298
143,261,335,8.0,6.5523987,8.600000000000016,4.145819925467173,0,None
144,262,336,8.0,5.994835,8.706666666666683,4.22575105746587,0,None
145,263,337,8.0,5.433496,8.81333333333335,4.298197670777638,0,None
146,264,338,8.0,3.983788,8.920000000000018,4.351314844290415,0,None
147,265,339,7.0,4.7600513,9.013333333333351,4.414782194296518,0,None
148,266,340,7.0,5.5906463,9.106666666666685,4.489324144522349,0,None
149,267,341,8.0,4.9589505,9.213333333333352,4.555443484783172,0,None
150,268,342,8.0,4.2017436,9.32000000000002,4.611466732819875,0,None
151,269,343,8.0,3.6710877,9.426666666666687,4.660414569377899,0,None
152,270,344,8.0,4.6096478,9.533333333333355,4.721876539389292,0,None
153,271,345,8.0,4.919906,9.640000000000022,4.787475287914276,0,None
154,272,346,8.0,3.4929123,9.74666666666669,4.8340474518140155,0,None
155,273,347,8.0,2.7537217,9.853333333333357,4.8707637413342795,0,None
156,274,348,8.0,1.4776609,9.960000000000024,4.890465886592865,0,None
157,275,349,9.0,1.9452881,10.080000000000023,4.91640306075414,0,None
158,276,350,9.0,1.5700938,10.200000000000022,4.9373376441001895,0,None
159,277,351,9.0,0.61273223,10.320000000000022,4.9455074071884155,0,None
160,278,352,9.0,0.3397767,10.44000000000002,4.950037763118744,0,None
161,279,353,8.0,0.3913507,10.546666666666688,4.955255772272746,0,None
162,280,354,8.0,1.515718,10.653333333333356,4.975465345382691,0,None
163,281,355,8.0,2.5172763,10.760000000000023,5.009029029210409,1,319
164,282,356,8.0,1.978747,10.86666666666669,5.035412322680156,0,None
165,283,357,9.0,1.9651257,10.98666666666669,5.061613998413087,0,None
166,284,358,9.0,0.77355176,11.106666666666689,5.071928021907807,0,None
167,285,359,9.0,2.2088022,11.226666666666688,5.101378718217214,0,None
168,286,360,9.0,3.5574522,11.346666666666687,5.148811414241791,0,None
169,287,361,9.0,3.5726838,11.466666666666686,5.1964471983909615,0,None
170,288,362,9.0,2.604806,11.586666666666686,5.2311779443422965,0,None
171,289,363,9.0,3.5117002,11.706666666666685,5.278000613053641,0,None
172,290,364,9.0,4.7574873,11.826666666666684,5.341433777014416,0,None
173,291,365,9.0,4.2116003,11.946666666666683,5.397588447729748,0,None
174,292,366,10.0,3.6301136,12.080000000000016,5.445989962418876,0,None
175,293,367,10.0,2.756145,12.213333333333349,5.48273856242498,0,None
176,294,368,9.0,5.560681,12.333333333333348,5.556880973974866,0,None
177,295,369,9.0,6.7754045,12.453333333333347,5.647219700018566,0,None
178,296,370,9.0,6.40837,12.573333333333347,5.7326646335919715,0,None
179,297,371,9.0,7.010515,12.693333333333346,5.826138169765474,0,None
180,298,372,9.0,6.159686,12.813333333333345,5.908267317612967,0,None
181,299,373,10.0,7.6715636,12.946666666666678,6.010554832617443,1,337
182,300,374,10.0,8.141164,13.08000000000001,6.119103683630627,0,None
183,301,375,10.0,8.258286,13.213333333333344,6.229214169979096,0,None
184,302,376,9.0,9.0613365,13.333333333333343,6.3500319902102165,0,None
185,303,377,9.0,9.437132,13.453333333333342,6.475860415299735,0,None
186,304,378,9.0,10.359568,13.573333333333341,6.61398798386256,0,None
187,305,379,9.0,10.601679,13.69333333333334,6.755343701839448,0,None
188,306,380,9.0,9.825346,13.81333333333334,6.886348315080007,0,None
189,307,381,9.0,10.026894,13.933333333333339,7.02004022995631,1,345
190,308,382,10.0,8.867321,14.066666666666672,7.138271176815034,0,None
191,309,383,9.0,8.999703,14.186666666666671,7.258267222245536,0,None
192,310,384,9.0,8.978353,14.30666666666667,7.377978589534761,0,None
193,311,385,9.0,7.92148,14.42666666666667,7.483598325252535,0,None
194,312,386,9.0,8.78307,14.546666666666669,7.600705920060477,0,None
195,313,387,9.0,9.907428,14.666666666666668,7.732804957230887,0,None
196,314,388,9.0,10.794692,14.786666666666667,7.876734184424084,0,None
197,315,389,9.0,9.302107,14.906666666666666,8.000762275854749,1,353
198,316,390,9.0,9.239452,15.026666666666666,8.123954974015556,0,None
199,317,391,9.0,10.234776,15.146666666666665,8.26041864792506,0,None
200,318,392,9.0,11.580859,15.266666666666664,8.414830103715262,0,None
201,319,393,9.0,11.499051,15.386666666666663,8.568150784969331,0,None
202,320,394,9.0,9.678744,15.506666666666662,8.697200709184013,0,None
203,321,395,9.0,11.360668,15.626666666666662,8.848676284948986,0,None
204,322,396,9.0,11.833452,15.74666666666666,9.006455647945405,1,360
205,323,397,9.0,12.260974,15.86666666666666,9.16993530035019,0,None
206,324,398,9.0,10.9623575,15.98666666666666,9.316100067297619,0,None
207,325,399,9.0,11.044191,16.10666666666666,9.463355952103933,0,None
208,326,400,8.0,11.203677,16.213333333333324,9.612738314469656,0,None
209,327,401,8.0,11.134898,16.31999999999999,9.761203623612722,0,None
210,328,402,9.0,10.949565,16.43999999999999,9.907197822729747,0,None
211,329,403,9.0,8.1385355,16.55999999999999,10.015711629390717,1,367
212,330,404,9.0,8.077764,16.679999999999993,10.123415143489838,0,None
213,331,405,9.0,8.057954,16.799999999999994,10.230854527950287,0,None
214,332,406,9.0,8.676491,16.919999999999995,10.346541071732839,0,None
215,333,407,9.0,10.446119,17.039999999999996,10.485822662512462,0,None
216,334,408,8.0,9.505769,17.14666666666666,10.61256624619166,0,None
217,335,409,8.0,8.214807,17.253333333333327,10.722097000281016,0,None
218,336,410,9.0,8.63158,17.373333333333328,10.837184738318125,0,None
219,337,411,9.0,7.929779,17.49333333333333,10.942915125687916,0,None
220,338,412,9.0,8.628572,17.61333333333333,11.057962758541107,1,376
221,339,413,9.0,8.61801,17.73333333333333,11.17286955277125,0,None
222,340,414,9.0,10.145159,17.85333333333333,11.308138336340585,0,None
223,341,415,9.0,11.384732,17.973333333333333,11.459934766292571,0,None
224,342,416,8.0,10.123435,18.08,11.594913899898529,0,None
225,343,417,8.0,10.530819,18.186666666666664,11.735324819087982,0,None
226,344,418,8.0,9.545324,18.29333333333333,11.862595810095469,0,None
227,345,419,9.0,10.266846,18.41333333333333,11.999487086137135,0,None
228,346,420,9.0,10.84778,18.53333333333333,12.144124155839284,1,384
229,347,421,9.0,8.735871,18.653333333333332,12.260602440039317,0,None
230,348,422,9.0,9.083262,18.773333333333333,12.381712605953217,0,None
231,349,423,9.0,8.881207,18.893333333333334,12.500128705501556,0,None
232,350,424,8.0,11.148017,19.0,12.64876893122991,0,None
233,351,425,8.0,11.790752,19.106666666666666,12.805978963375091,0,None
234,352,426,8.0,8.610355,19.21333333333333,12.920783701737722,0,None
235,353,427,8.0,7.9514027,19.319999999999997,13.02680240392685,1,391
236,354,428,8.0,6.7947707,19.426666666666662,13.11739934682846,0,None
237,355,429,8.0,9.551292,19.533333333333328,13.244749912420907,0,None
238,356,430,8.0,12.757986,19.639999999999993,13.41485639333725,0,None
239,357,431,8.0,10.689269,19.74666666666666,13.557379980882008,0,None
240,358,432,7.0,9.252671,19.839999999999993,13.680748930772145,0,None
241,359,433,7.0,9.181925,19.933333333333326,13.803174595038096,0,None
242,360,434,8.0,10.6629715,20.039999999999992,13.945347548325856,0,None
243,361,435,8.0,12.236351,20.146666666666658,14.108498895168303,1,399
244,362,436,8.0,9.230122,20.253333333333323,14.23156718333562,0,None
245,363,437,8.0,8.600228,20.35999999999999,14.346236894130705,0,None
246,364,438,8.0,10.16868,20.466666666666654,14.481819296677905,0,None
247,365,439,8.0,11.908747,20.57333333333332,14.640602586269377,0,None
248,366,440,8.0,14.3329735,20.679999999999986,14.83170889933904,0,None
249,367,441,7.0,10.987478,20.77333333333332,14.978208609422047,0,None
250,368,442,7.0,9.045885,20.866666666666653,15.098820410569509,1,406
251,369,443,7.0,8.860482,20.959999999999987,15.216960173447927,0,None
252,370,444,7.0,10.234646,21.05333333333332,15.353422118028005,0,None
253,371,445,7.0,12.992467,21.146666666666654,15.526655010382335,0,None
254,372,446,7.0,9.83424,21.239999999999988,15.657778209845226,0,None
255,373,447,7.0,7.9824934,21.33333333333332,15.764211455186208,0,None
256,374,448,7.0,10.151461,21.426666666666655,15.899564263820649,0,None
257,375,449,7.0,11.353597,21.51999999999999,16.050945552984874,1,413
258,376,450,7.0,12.033502,21.613333333333323,16.21139224131902,0,None
259,377,451,7.0,10.445192,21.706666666666656,16.350661472479505,0,None
260,378,452,7.0,8.300302,21.79999999999999,16.461332159837088,0,None
261,379,453,7.0,11.297508,21.893333333333324,16.611965603033703,0,None
262,380,454,7.0,11.166063,21.986666666666657,16.760846447149913,0,None
263,381,455,7.0,12.530091,22.07999999999999,16.92791433095932,0,None
264,382,456,7.0,10.261156,22.173333333333325,17.064729745388032,1,420
265,383,457,6.0,7.8742495,22.253333333333323,17.16971973816554,0,None
266,384,458,7.0,10.79129,22.346666666666657,17.313603608608247,0,None
267,385,459,7.0,11.070153,22.43999999999999,17.461205651760103,0,None
268,386,460,7.0,11.503691,22.533333333333324,17.614588194688164,0,None
269,387,461,7.0,10.068491,22.626666666666658,17.748834741115573,0,None
270,388,462,7.0,8.899226,22.71999999999999,17.8674910902977,0,None
271,389,463,7.0,9.778435,22.813333333333325,17.997870220343273,0,None
272,390,464,7.0,9.863329,22.90666666666666,18.129381272792816,1,428
273,391,465,7.0,11.529077,22.999999999999993,18.283102293809254,0,None
274,392,466,6.0,10.290117,23.07999999999999,18.420303857326505,0,None
275,393,467,7.0,8.533827,23.173333333333325,18.53408821503321,0,None
276,394,468,7.0,7.831805,23.26666666666666,18.638512284755706,0,None
277,395,469,7.0,9.701787,23.359999999999992,18.76786944468816,0,None
278,396,470,7.0,9.737209,23.453333333333326,18.897698902289072,0,None
279,397,471,7.0,8.45139,23.54666666666666,19.010384105841318,1,435
280,398,472,7.0,5.9177427,23.639999999999993,19.089287342230477,0,None
281,399,473,7.0,7.9391174,23.733333333333327,19.19514224131902,0,None
282,400,474,8.0,8.922764,23.839999999999993,19.31411242564519,0,None
283,401,475,8.0,9.130234,23.94666666666666,19.435848875840506,0,None
284,402,476,8.0,6.948242,24.053333333333324,19.52849210500717,0,None
285,403,477,7.0,5.672206,24.146666666666658,19.604121517340342,0,None
286,404,478,7.0,7.1153216,24.23999999999999,19.698992472489675,0,None
287,405,479,7.0,6.9828057,24.333333333333325,19.792096548875172,0,None
288,406,480,7.0,7.4220724,24.42666666666666,19.89105751434962,0,None
289,407,481,7.0,6.698342,24.519999999999992,19.980368738969165,0,None
290,408,482,7.0,6.947596,24.613333333333326,20.07300335327784,1,446
291,409,483,7.0,7.112255,24.70666666666666,20.167833421230316,0,None
292,410,484,8.0,5.805688,24.813333333333325,20.24524259328842,0,None
293,411,485,7.0,6.7034173,24.90666666666666,20.33462149063746,0,None
294,412,486,7.0,7.0905023,24.999999999999993,20.429161520799,0,None
295,413,487,7.0,7.6756253,25.093333333333327,20.53150319178899,0,None
296,414,488,7.0,7.759588,25.18666666666666,20.63496436198552,0,None
297,415,489,7.0,7.96255,25.279999999999994,20.741131697495774,0,None
298,416,490,7.0,6.546905,25.373333333333328,20.828423764705654,0,None
299,417,491,7.0,6.610035,25.46666666666666,20.91655756394068,0,None
300,418,492,7.0,5.862296,25.559999999999995,20.994721511999764,0,None
301,419,493,8.0,8.381352,25.66666666666666,21.106472877661385,1,457
302,420,494,7.0,8.358757,25.759999999999994,21.217922971248626,0,None
303,421,495,7.0,8.003779,25.853333333333328,21.32464003006617,0,None
304,422,496,7.0,8.413827,25.946666666666662,21.436824389298756,0,None
305,423,497,7.0,8.254273,26.039999999999996,21.546881368160246,0,None
306,424,498,7.0,7.590381,26.13333333333333,21.648086450099942,0,None
307,425,499,7.0,5.9501214,26.226666666666663,21.727421402136482,0,None
308,426,500,7.0,5.871342,26.319999999999997,21.805705964565274,0,None
309,427,501,7.0,6.826667,26.41333333333333,21.896728188991542,0,None
310,428,502,8.0,8.337784,26.519999999999996,22.007898639837897,1,466
311,429,503,8.0,7.458825,26.62666666666666,22.107349641323086,0,None
312,430,504,8.0,6.873987,26.733333333333327,22.199002803961434,0,None
313,431,505,8.0,7.219951,26.839999999999993,22.295268819332122,0,None
314,432,506,8.0,7.3214083,26.94666666666666,22.392887596289317,0,None
315,433,507,8.0,6.7351136,27.053333333333324,22.48268911123276,0,None
316,434,508,8.0,5.8954687,27.15999999999999,22.56129536072413,0,None
317,435,509,7.0,5.6611547,27.253333333333323,22.636777424017588,0,None
318,436,510,7.0,7.4571586,27.346666666666657,22.736206204891204,0,None
319,437,511,7.0,7.379284,27.43999999999999,22.83459665695826,0,None
320,438,512,8.0,6.1158733,27.546666666666656,22.916141634782154,0,None
321,439,513,8.0,6.8415885,27.65333333333332,23.00736281474431,1,477
322,440,514,8.0,4.3690705,27.759999999999987,23.065617088476817,0,None
323,441,515,8.0,5.1051683,27.866666666666653,23.133685999711354,0,None
324,442,516,8.0,5.737208,27.97333333333332,23.210182104905446,0,None
325,443,517,8.0,6.533599,28.079999999999984,23.29729675690333,0,None
326,444,518,8.0,7.1393433,28.18666666666665,23.392488000392913,0,None
327,445,519,8.0,4.691065,28.293333333333315,23.455035531520842,0,None
328,446,520,8.0,4.712733,28.39999999999998,23.517871968746185,0,None
329,447,521,9.0,6.350673,28.519999999999982,23.60254761139552,0,None
330,448,522,9.0,7.0210414,28.639999999999983,23.696161496639252,0,None
331,449,523,8.0,6.092966,28.74666666666665,23.777401044368744,0,None
332,450,524,8.0,4.8842793,28.853333333333314,23.842524767716725,0,None
333,451,525,8.0,6.5292716,28.95999999999998,23.929581722418465,0,None
334,452,526,8.0,7.2492805,29.066666666666645,24.026238795121508,1,490
335,453,527,8.0,6.19711,29.17333333333331,24.10886693080266,0,None
336,454,528,9.0,6.1113243,29.29333333333331,24.19035125494003,0,None
337,455,529,9.0,5.4107914,29.413333333333313,24.262495140234627,0,None
338,456,530,9.0,6.26286,29.533333333333314,24.34599993785222,0,None
339,457,531,9.0,5.290023,29.653333333333315,24.416533575852707,0,None
340,458,532,9.0,5.3991294,29.773333333333316,24.48852196772893,0,None
341,459,533,8.0,5.075807,29.87999999999998,24.55619939565658,0,None
342,460,534,8.0,7.1952357,29.986666666666647,24.65213587204615,0,None
343,461,535,8.0,7.53397,30.093333333333312,24.752588803768155,0,None
344,462,536,8.0,8.250139,30.199999999999978,24.86259066025416,0,None
345,463,537,9.0,5.7462792,30.31999999999998,24.93920771678289,0,None
346,464,538,9.0,6.251587,30.43999999999998,25.02256220897039,1,502
347,465,539,9.0,6.7982035,30.55999999999998,25.11320492188136,0,None
348,466,540,9.0,8.041338,30.679999999999982,25.22042276144028,0,None
349,467,541,9.0,10.669715,30.799999999999983,25.36268562714259,0,None
350,468,542,8.0,7.548259,30.90666666666665,25.4633290775617,0,None
351,469,543,8.0,7.6860275,31.013333333333314,25.56580944458644,0,None
352,470,544,8.0,8.627043,31.11999999999998,25.680836681524916,0,None
353,471,545,9.0,7.5985923,31.23999999999998,25.782151245276136,0,None
354,472,546,9.0,7.4032946,31.35999999999998,25.88086183945338,0,None
355,473,547,9.0,4.630973,31.479999999999983,25.942608144283295,0,None
356,474,548,9.0,6.2810655,31.599999999999984,26.02635568380356,1,512
357,475,549,8.0,6.526115,31.70666666666665,26.113370549678802,0,None
358,476,550,8.0,8.734184,31.813333333333315,26.229826339880624,0,None
359,477,551,8.0,7.834609,31.91999999999998,26.33428779363632,0,None
360,478,552,8.0,5.5074377,32.02666666666665,26.4077202963829,0,None
361,479,553,8.0,5.4034867,32.13333333333332,26.479766786098477,0,None
362,480,554,9.0,7.530108,32.253333333333316,26.580168225765224,0,None
363,481,555,9.0,9.644572,32.37333333333331,26.7087625225385,0,None
364,482,556,9.0,9.740457,32.49333333333331,26.838635276953376,0,None
365,483,557,9.0,7.2134943,32.61333333333331,26.934815200964607,0,None
366,484,558,9.0,7.615954,32.733333333333306,27.036361253261564,1,522
367,485,559,8.0,9.024433,32.839999999999975,27.156687028408047,0,None
368,486,560,8.0,12.819237,32.946666666666644,27.32761018514633,0,None
369,487,561,8.0,10.692477,33.05333333333331,27.470176548163096,0,None
370,488,562,9.0,6.702977,33.17333333333331,27.559549577236176,0,None
371,489,563,9.0,7.9728584,33.29333333333331,27.66585435628891,0,None
372,490,564,9.0,10.946627,33.413333333333306,27.811809378465018,0,None
373,491,565,9.0,12.665785,33.5333333333333,27.980686509609225,0,None
374,492,566,9.0,8.643103,33.6533333333333,28.095927878220877,1,530
375,493,567,9.0,5.887214,33.7733333333333,28.174424067338308,0,None
376,494,568,8.0,7.183937,33.87999999999997,28.270209894975025,0,None
377,495,569,8.0,8.301625,33.986666666666636,28.38089823166529,0,None
378,496,570,8.0,11.8659725,34.093333333333305,28.539111198584237,0,None
379,497,571,9.0,8.650641,34.2133333333333,28.65445308446884,0,None
380,498,572,9.0,7.0458946,34.3333333333333,28.74839834610621,0,None
381,499,573,9.0,7.1537466,34.4533333333333,28.8437816341718,0,None
382,500,574,9.0,9.846084,34.573333333333295,28.97506274938583,0,None
383,501,575,9.0,10.594959,34.69333333333329,29.116328872839606,1,539
384,502,576,9.0,7.283101,34.81333333333329,29.213436887264248,0,None
385,503,577,8.0,6.1216764,34.91999999999996,29.295059239864344,0,None
